2026-07-19 06:08:01 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'TLMUSDT', 'level': 0.001661, 'approach_count': 7, 'block_threshold': 4}
2026-07-20 00:51:27 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'USUSDT', 'level': 0.04547, 'approach_count': 12, 'block_threshold': 4}
2026-07-20 00:51:42 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'USUSDT', 'level': 0.04547, 'approach_count': 13, 'block_threshold': 4}
2026-07-20 00:51:57 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'USUSDT', 'level': 0.04547, 'approach_count': 14, 'block_threshold': 4}
2026-07-20 00:52:13 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'USUSDT', 'level': 0.04547, 'approach_count': 11, 'block_threshold': 4}
2026-07-20 00:52:18 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'USUSDT', 'level': 0.04562789130434782, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-20 00:52:18 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'USUSDT', 'level': 0.04547}
2026-07-20 00:52:18 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'USUSDT', 'resistance': 0.04562789130434782, 'from_support': 0.04547}
2026-07-20 00:52:18 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'USUSDT', 'level': 0.04562789130434782, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-20 00:52:46 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'AKEUSDT', 'level': 0.0019846, 'current': 0.002215, 'distance_pct': 10.4}
2026-07-20 00:52:46 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'AKEUSDT', 'level': 0.0019846}
2026-07-20 00:52:47 | INFO | __main__:_run_phase1:535 | No strong levels found | {'symbol': 'AKEUSDT', 'total_levels': 2}
2026-07-20 00:57:02 | INFO | config:add:68 | Token added | {'symbol': 'ACEUSDT'}
2026-07-20 00:57:02 | INFO | __main__:_auto_screener_loop:192 | Auto-added new symbol from screener | {'symbol': 'ACEUSDT'}
2026-07-20 00:57:03 | INFO | analysis.claude_strength:calculate_strength_with_claude:174 | Claude input levels | {'symbol': 'ACEUSDT', 'levels': [{'price': 0.08763, 'candle_count': 4, 'hourly_open_bonus': 2, 'round_number_bonus': 1, 'poc_aligned': True, 'position': 'mid_move', 'volume_at_level': 152368655.0, 'type': 'pump_base'}, {'price': 0.088031, 'candle_count': 29, 'hourly_open_bonus': 0, 'round_number_bonus': 2, 'poc_aligned': True, 'position': 'mid_move', 'volume_at_level': 1914414.0, 'type': 'body_level'}, {'price': 0.090475, 'candle_count': 3, 'hourly_open_bonus': 2, 'round_number_bonus': 1, 'poc_aligned': False, 'position': 'mid_move', 'volume_at_level': 102618873.0, 'type': 'pump_base'}]}
2026-07-20 00:57:09 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': 'ACEUSDT', 'level': 0.08763, 'strength': 5, 'p_bounce_claude': 97, 'reason': 'POC максимум, pump_base, объём 17.7x'}
2026-07-20 00:57:09 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': 'ACEUSDT', 'level': 0.088031, 'strength': 4, 'p_bounce_claude': 93, 'reason': 'Body-level, 29 свечей в зоне, POC aligned'}
2026-07-20 00:57:09 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': 'ACEUSDT', 'level': 0.090475, 'strength': 4, 'p_bounce_claude': 94, 'reason': 'Pump_base, объём 11.9x, свежий тест'}
2026-07-20 00:57:09 | INFO | __main__:_auto_screener_loop:298 | Auto monitoring started | {'symbol': 'ACEUSDT', 'level': 0.090475}
2026-07-20 00:57:09 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 4, 'new': 1}
2026-07-20 00:57:52 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'ACEUSDT'}
2026-07-20 00:59:18 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'ACEUSDT', 'level': 0.090475, 'distance_pct': 1.7430495221546431}
2026-07-20 00:59:19 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'ACEUSDT', 'phase': 'unknown', 'note': 'unknown:range=16.7%,dir_eff=0.13'}
2026-07-20 00:59:24 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'ACEUSDT', 'phase': 'unknown', 'note': 'unknown:range=16.7%,dir_eff=0.13'}
2026-07-20 00:59:33 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ACEUSDT', 'level': 0.090475, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 00:59:33 | INFO | trading.strategy2_signal_filter:check:545 | S2: level marked dead, monitor will stop sending proximity | {'symbol': 'ACEUSDT', 'level': 0.090475, 'approach_count': 4}
2026-07-20 00:59:48 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ACEUSDT', 'level': 0.090475, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 01:00:03 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ACEUSDT', 'level': 0.090475, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 01:00:34 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ACEUSDT', 'level': 0.090475, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 01:00:49 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ACEUSDT', 'level': 0.090475, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 01:01:04 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ACEUSDT', 'level': 0.090475, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 01:02:51 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ACEUSDT', 'level': 0.090475, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 01:04:27 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ACEUSDT', 'level': 0.090475, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 01:04:42 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ACEUSDT', 'level': 0.090475, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 01:04:57 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ACEUSDT', 'level': 0.090475, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 01:05:48 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.71'}
2026-07-20 01:05:48 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'BUSDT', 'level': 0.2215, 'distance_pct': 1.7302573203194265}
2026-07-20 01:05:53 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.71'}
2026-07-20 01:05:58 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.71'}
2026-07-20 01:06:03 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.71'}
2026-07-20 01:06:08 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.71'}
2026-07-20 01:06:18 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'BANKUSDT', 'level': 0.22245, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.83}
2026-07-20 01:06:18 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'BANKUSDT', 'level': 0.22245, 'close_below': 12}
2026-07-20 01:06:54 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'BUSDT', 'level': 0.2272, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-20 01:06:54 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'BUSDT', 'level': 0.2215}
2026-07-20 01:06:54 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'BUSDT', 'resistance': 0.2272, 'from_support': 0.2215}
2026-07-20 01:06:54 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'BUSDT', 'level': 0.2272, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-20 01:07:13 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 5, 'new': 0}
2026-07-20 01:07:18 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'BUSDT', 'level': 0.2219, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.54}
2026-07-20 01:07:19 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'BUSDT', 'level': 0.2219, 'strength': 5}
2026-07-20 01:07:19 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ACEUSDT', 'level': 0.090475, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 01:08:35 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ACEUSDT', 'level': 0.090475, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 01:08:50 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ACEUSDT', 'level': 0.090475, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 01:09:06 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ACEUSDT', 'level': 0.090475, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 01:11:48 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'ESPORTSUSDT', 'level': 0.02205, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.18}
2026-07-20 01:11:49 | INFO | __main__:_run_phase1:535 | No strong levels found | {'symbol': 'ESPORTSUSDT', 'total_levels': 2}
2026-07-20 01:15:48 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'USUSDT', 'level': 0.044728, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.79}
2026-07-20 01:15:49 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'USUSDT', 'level': 0.043897, 'strength': 5}
2026-07-20 01:17:16 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 3, 'new': 0}
2026-07-20 01:20:49 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'AKEUSDT', 'level': 0.0019846, 'type': 'pump_base', 'strength': 5, 'dist_atr': 3.69}
2026-07-20 01:20:49 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'AKEUSDT', 'level': 0.00195393, 'strength': 5}
2026-07-20 01:27:19 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 3, 'new': 0}
2026-07-20 01:35:31 | INFO | trading.strategy5_continuation:_open_trade:451 | S5 trade opened | {'trade_id': '1eede444-b1af-4564-a74c-032c82da9afd', 'symbol': 'AKEUSDT', 'entry': 0.0022029, 'sl': 0.0021513681, 'tp1': 0.0022544319, 'tp2': 0.0023059638, 'growth': 13.2, 'hours_since_peak': 1.6, 'trig_vol_ratio': 1.62, 'market_phase': 'unknown', 'natr_1m': 1.042, 'natr_15m': 5.559, 'basis': 'pump+13.2% 1.6h retr2.7%/2c trigvol1.6x phase=unknown vdecay=0.55'}
2026-07-20 01:35:32 | INFO | trading.strategy5_live:_open_live:200 | S5Live OPEN | {'trade_id': '57cbadca-7cd3-431a-9ff9-53b4e7f6b45c', 'symbol': 'AKEUSDT', 'entry': 0.0022029, 'qty': 45300.0, 'sl': 0.0021513681000000003, 'tp1': 0.0022544318999999993, 'tp2': 0.002305963799999999, 'basis': 'pump+13.2% 1.6h retr2.7%/2c trigvol1.6x phase=unknown vdecay=0.55'}
2026-07-20 01:36:19 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'BANKUSDT', 'level': 0.22245, 'type': 'pump_base', 'strength': 5, 'dist_atr': 3.26}
2026-07-20 01:36:19 | INFO | __main__:_run_phase1:535 | No strong levels found | {'symbol': 'BANKUSDT', 'total_levels': 1}
2026-07-20 01:36:22 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'HOMEUSDT'}
2026-07-20 01:36:22 | INFO | __main__:_run_phase1:575 | Replaced old monitor with closer level | {'symbol': 'HOMEUSDT', 'old': 0.007245, 'new': 0.00765}
2026-07-20 01:36:22 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'HOMEUSDT', 'level': 0.007245}
2026-07-20 01:36:22 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'HOMEUSDT', 'level': 0.00765, 'close_below': 26}
2026-07-20 01:37:22 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 2, 'new': 0}
2026-07-20 01:37:47 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'AKEUSDT', 'level': 0.00195393, 'current': 0.0021799, 'distance_pct': 10.4}
2026-07-20 01:37:47 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'ACEUSDT', 'level': 0.090475, 'current': 0.10188, 'distance_pct': 11.2}
2026-07-20 01:37:47 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'AKEUSDT', 'level': 0.00195393}
2026-07-20 01:37:47 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'ACEUSDT', 'level': 0.090475}
2026-07-20 01:37:47 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'ACEUSDT', 'level': 0.095436, 'close_below': 10}
2026-07-20 01:37:48 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'AKEUSDT', 'level': 0.00194797, 'strength': 5}
2026-07-20 01:38:19 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'HOMEUSDT', 'level': 0.00765, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.11}
2026-07-20 01:38:19 | INFO | __main__:_run_phase1:535 | No strong levels found | {'symbol': 'HOMEUSDT', 'total_levels': 2}
2026-07-20 01:39:26 | INFO | trading.strategy5_live:_finalize_closed:306 | S5Live executions raw | {'trade_id': '57cbadca-7cd3-431a-9ff9-53b4e7f6b45c', 'symbol': 'AKEUSDT', 'exec_count': 1, 'exec_err': None, 'start_ms': 1784511330247, 'sides': ['Buy'], 'qtys': ['45300']}
2026-07-20 01:39:26 | WARNING | trading.strategy5_live:_finalize_closed:330 | S5Live: no executions, PnL estimated | {'trade_id': '57cbadca-7cd3-431a-9ff9-53b4e7f6b45c', 'exec_count': 1, 'exec_err': None, 'buy_qty': 45300.0, 'sell_qty': 0.0}
2026-07-20 01:39:34 | INFO | trading.strategy5_continuation:_send_close_message:578 | S5 trade closed | {'symbol': 'AKEUSDT', 'reason': 'stop_loss', 'pnl_pct': -2.49, 'pnl_usdt': -2.488, 'tp1_hit': False, 'mfe_pct': 0.51, 'mae_pct': 2.49, 'trade_id': '1eede444-b1af-4564-a74c-032c82da9afd'}
2026-07-20 01:43:02 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:43:02 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'BUSDT', 'level': 0.2219, 'distance_pct': 1.5964523281596539}
2026-07-20 01:43:02 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:43:07 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:43:12 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:43:17 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:43:17 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:43:22 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:43:27 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:43:33 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:43:33 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:43:38 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:43:43 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:43:48 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:43:48 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:43:53 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:43:58 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:44:03 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:44:13 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:44:18 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:44:18 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:44:23 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:44:28 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:44:33 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:44:33 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:44:49 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:45:04 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:45:14 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'ESPORTSUSDT'}
2026-07-20 01:45:14 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'BUSDT', 'level': 0.22838571428571428, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-20 01:45:14 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'BUSDT', 'level': 0.2219}
2026-07-20 01:45:14 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'ESPORTSUSDT', 'level': 0.022365, 'strength': 3}
2026-07-20 01:45:14 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'BUSDT', 'resistance': 0.22838571428571428, 'from_support': 0.2219}
2026-07-20 01:45:15 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'BUSDT', 'level': 0.22838571428571428, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-20 01:45:19 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'BUSDT', 'level': 0.2193, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.72}
2026-07-20 01:45:20 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'BUSDT', 'level': 0.2193, 'strength': 5}
2026-07-20 01:45:20 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:45:24 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'BUSDT', 'level': 0.2193, 'distance_pct': 1.9230769230769225}
2026-07-20 01:45:24 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:45:25 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:45:30 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:45:35 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:45:39 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:45:54 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:46:10 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:46:19 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'ACEUSDT', 'level': 0.093885, 'type': 'pump_base', 'strength': 5, 'dist_atr': 3.98}
2026-07-20 01:46:20 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'BANKUSDT'}
2026-07-20 01:46:20 | INFO | __main__:_run_phase1:535 | No strong levels found | {'symbol': 'BANKUSDT', 'total_levels': 2}
2026-07-20 01:46:20 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'ACEUSDT', 'level': 0.089603, 'strength': 4}
2026-07-20 01:46:25 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:46:25 | INFO | trading.strategy2_signal_filter:check:896 | S2: SL adjusted to minimum distance | {'symbol': 'BUSDT', 'min_dist_pct': 1.003, 'stop_loss': 0.2171}
2026-07-20 01:46:40 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:46:40 | INFO | trading.strategy2_signal_filter:check:896 | S2: SL adjusted to minimum distance | {'symbol': 'BUSDT', 'min_dist_pct': 1.003, 'stop_loss': 0.2171}
2026-07-20 01:46:55 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:46:55 | INFO | trading.strategy2_signal_filter:check:896 | S2: SL adjusted to minimum distance | {'symbol': 'BUSDT', 'min_dist_pct': 1.019, 'stop_loss': 0.21706571}
2026-07-20 01:47:10 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 01:47:10 | INFO | trading.strategy2_signal_filter:check:896 | S2: SL adjusted to minimum distance | {'symbol': 'BUSDT', 'min_dist_pct': 1.006, 'stop_loss': 0.21709429}
2026-07-20 01:47:15 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'BUSDT', 'level': 0.2216, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-20 01:47:15 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'BUSDT', 'level': 0.2193}
2026-07-20 01:47:16 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'BUSDT', 'resistance': 0.2216, 'from_support': 0.2193}
2026-07-20 01:47:16 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'BUSDT', 'level': 0.2216, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-20 01:47:26 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 3, 'new': 0}
